# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  05354987-0518308         83.95781707763672 -5.308582782745361  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    2.9010000228881836   0.3334264142275879  0.33799999952316284 1.5921115103471521 6.078456801458615  -8.20655886212091   ""        ""       
  05320040-0140110         83.0016860961914  -1.669734954833984  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.31200000643730164  0.34197944983555156 0.6809999942779541  1.279500447247947  6.651374938737005  -8.70245831569024   ""        ""       
  05345156-0525129         83.71485137939453 -5.420277118682861  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.6089999675750732   1.2133888473008831  0.5350000262260437  2.3947935888194984 5.736396515575855  -8.067983098230625  ""        ""       
  05322578-0036533         83.107421875      -0.6148149967193604 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7699999809265137   0.5035005996663322  0.4390000104904175  1.7601085220996953 6.038620183548973  -8.339324192579296  ""        ""       
  05353066-0527167         83.87776184082031 -5.454649925231934  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.1619999408721924   0.3881503540578086  0.3370000123977661  1.7138234304492546 5.996511665056413  -8.639406567315842  ""        ""       
  05343064-0435526         83.62767791748047 -4.597960948944092  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.9739999771118164   0.3572728407016879  0.4429999887943268  1.4997730427091107 6.2410481466297485 -8.481091413731303  ""        ""       
  05344178-0453462         83.67411041259766 -4.896180152893066  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.8849999904632568   0.3564511220765602  0.4399999976158142  1.5024211928636975 6.2367891054118365 -8.951169912009007  ""        ""       
  05353447-0440207         83.89363098144531 -4.672428131103516  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.4000000953674316   0.7550922252818875  0.6549999713897705  1.8132415675290732 6.155336021535235  -8.249337338479007  ""        ""       
  05382915-0216156         84.62149810791016 -2.271023988723755  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.8859999775886536   0.7311390710406359  0.6840000152587891  1.7619550046780512 6.210050844257467  -8.209855642799628  ""        ""       
  05392519-0238220         84.85499572753906 -2.639452934265137  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3930000066757202   1.0839269143931118  0.546999990940094   2.260198629111624  5.808885863179469  -7.758702599086612  ""        ""       
  05360808-0441205         84.03369140625    -4.689050197601318  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.5210000276565552   0.39902491243873284 0.4480000138282776  1.5720253341925228 6.185258749886661  -8.80382381585616   ""        ""       
  05340383-0436062         83.51599884033203 -4.60172700881958   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6510000228881836   0.23067470595517692 0.42899999022483826 1.2361165263513127 6.477988982313338  -8.814174629598787  ""        ""       
  05384423-0240197         84.68429565429688 -2.67214298248291   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.1809999942779541   0.8452788472484717  0.6819999814033508  1.8740643940907304 6.126780572681571  -8.985479462613128  ""        ""       
  05343614-0605346         83.65060424804688 -6.092970848083496  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.04800000041723251  0.2618182904731396  0.37299999594688416 1.3733978021449569 6.28420507329876   -8.715343711319152  ""        ""       
  05343266-0521074         83.6360855102539  -5.352068901062012  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7400000095367432   0.26853445694911326 0.46000000834465027 1.2979134462196775 6.444825212894234  -9.191451465275732  ""        ""       
  05390357-0246269         84.76487731933594 -2.77416205406189   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9369999766349792   0.20844909105614937 0.3269999921321869  1.2824984644391468 6.315130313976047  -8.839531479597534  ""        ""       
  05352279-0531372         83.84497833251953 -5.527012825012207  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.8569999933242798   0.5199959854003063  0.3529999852180481  1.9374460686002746 5.879669214920949  -8.180390254688822  ""        ""       
  05343024-0511481         83.62603759765625 -5.196722030639648  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.6540000438690186   1.3212956321918252  0.460999995470047   2.6486675752680235 5.605305043057917  -7.232769898918421  ""        ""       
  05355405-0447193         83.9752426147461  -4.788712024688721  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.625                0.2811900836573639  0.3540000021457672  1.445945317312966  6.201123893558257  -8.314347827679928  ""        ""       
  05321016-0037124         83.04234313964844 -0.6201149821281433 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.5600000023841858   0.7095777615359237  0.9610000252723694  1.5279985788145722 6.570309377860857  -9.165515701318595  ""        ""       
  05345802-0517376         83.74179077148438 -5.293800830841064  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.3310000896453857   0.4395416221942006  0.4580000042915344  1.6290586321300042 6.149219102374428  -8.585360847023761  ""        ""       
  05470696+0000477         86.77899932861328 0.01325500011444092 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.4220000505447388   1.093956368298981   0.5809999704360962  2.218119867741602  5.8488046828656275 -7.7664962487872105 ""        ""       
  05352253-0452369         83.84387969970703 -4.876937866210938  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.0980000495910645   0.5623413251903491  0.3160000145435333  2.08609856870594   5.761175829665326  -7.64493180880766   ""        ""       
  05334822-0513262         83.45092010498047 -5.223948001861572  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.1929999589920044   0.17498465714278985 0.3630000054836273  1.1409044317615908 6.504062870741302  -8.584859634115595  ""        ""       
  05354886-0612078         83.95361328125    -6.202184200286865  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9020000100135803   1.3243415393751203  0.7289999723434448  2.2174531583191253 5.940516474483186  -8.01108449103795   ""        ""       
  05352864-0447265         83.86934661865234 -4.790700912475586  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.8040000200271606   0.3515604436162873  0.3070000112056732  1.681535288844929  5.989004626318421  -8.129245065925149  ""        ""       
  05354486-0507170         83.93692016601562 -5.121395111083984  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9629999995231628   3.2583670958813022  0.5709999799728394  3.671826990205483  5.227886704000988  -8.111876711666074  ""        ""       
  05350167-0432529         83.75697326660156 -4.548037052154541  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6610000133514404   0.20844909105614937 0.4359999895095825  1.1718915844889728 6.5550944381950895 -9.370590387600389  ""        ""       
  05352746-0517099         83.86444854736328 -5.286098003387451  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    4.0929999351501465   1.8749945163020805  0.4359999895095825  3.1833711122706347 5.222716459987166  -7.330776114920107  ""        ""       
  05352909-0529103         83.87122344970703 -5.486203193664551  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    2.23799991607666     0.9571940726413857  0.4729999899864197  2.271871636456069  5.767897634747869  -8.011129049448297  ""        ""       
  05353089-0455178         83.87873077392578 -4.921630859375     ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.3630000054836273   0.49431069349962475 0.5379999876022339  1.6214618203060631 6.214843844259508  -7.972242795560655  ""        ""       
  05362788-0625360         84.11619567871094 -6.426677227020264  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.21400000154972076  0.13551895031154546 0.1940000057220459  1.193603173620758  6.17811324351993   -9.183626107693689  ""        ""       
  05344188-0453382         83.67452239990234 -4.893969058990479  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.0269999504089355   0.37325015513193577 0.28600001335144043 1.767738906619822  5.913283904794671  -8.363813095611128  ""        ""       
  05390878-0231115         84.78658294677734 -2.519866943359375  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.2400000095367432   0.16826741035630982 0.3019999861717224  1.1831269962654714 6.3729119836653165 -9.368657720401314  ""        ""       
